"filename", "language", "Python", "Shell Script", "pip requirements", "JSON", "Properties", "Lua", "Markdown", "Makefile", "reStructuredText", "CSS", "C++", "C", "toml", "XML", "YAML", "Ini", "HTML", "comment", "blank", "total"
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\set_seq.lua", "Lua", 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 23
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\test.lua", "Lua", 0, 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20, 75
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\test1.lua", "Lua", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 75
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\test2.lua", "Lua", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 37
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\test3.lua", "Lua", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 15
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\test_range.lua", "Lua", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17, 69
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\test_save.lua", "Lua", 0, 0, 0, 0, 0, 250, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 34, 337
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\test_seq.lua", "Lua", 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 126
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\tx-rx-loopback.lua", "Lua", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 47
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\test\vlan_udp_range.lua", "Lua", 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 29, 110
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\tools\call-sphinx-build.py", "Python", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 32
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\tools\dpdk-version.sh", "Shell Script", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 22, 134
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\tools\pktgen-build.sh", "Shell Script", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 42, 252
"e:\LocalSoftware\share\DPDK\pktgen-dpdk\tools\run.py", "Python", 326, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 102, 444
"e:\LocalSoftware\share\DPDK\worker0.sh", "Shell Script", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"e:\LocalSoftware\share\Grad_operation\Grad_Handle.py", "Python", 284, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 68, 373
"e:\LocalSoftware\share\Grad_operation\_test_Grad_GPU_Memort.py", "Python", 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 35, 211
"e:\LocalSoftware\share\Grad_operation\_test_Merged_Grad.py", "Python", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 18, 100
"e:\LocalSoftware\share\Grad_operation\_test_Partition.py", "Python", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 84
"e:\LocalSoftware\share\Grad_operation\_test_Singal_Node.py", "Python", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 40, 189
"e:\LocalSoftware\share\Grad_operation\data\cifar-10-batches-py\readme.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"e:\LocalSoftware\share\Grad_operation\trace.json", "JSON", 0, 0, 0, 42709, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 42747
"e:\LocalSoftware\share\audio.py", "Python", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"e:\LocalSoftware\share\basic_model\dist_alexnet.py", "Python", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 36, 229
"e:\LocalSoftware\share\basic_model\dist_googlenet.py", "Python", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 37, 226
"e:\LocalSoftware\share\basic_model\dist_resnet18.py", "Python", 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 36, 228
"e:\LocalSoftware\share\basic_model\dist_vgg16.py", "Python", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 30, 223
"e:\LocalSoftware\share\communication\Encapsulation\UDP_Encapsulation_Single.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 12, 15, 102
"e:\LocalSoftware\share\communication\Encapsulation\UDP_Encapsulation_W0.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 14, 15, 95
"e:\LocalSoftware\share\communication\Encapsulation\UDP_Encapsulation_W1.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 33, 14, 114
"e:\LocalSoftware\share\communication\Middle.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 3, 7, 73
"e:\LocalSoftware\share\communication\Middle.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 48
"e:\LocalSoftware\share\communication\_test-tensor-py2cpp.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 17
"e:\LocalSoftware\share\communication\_test_middle.py", "Python", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 22, 116
"e:\LocalSoftware\share\communication\_test_p2p.py", "Python", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 15, 53
"e:\LocalSoftware\share\communication\_test_tensor_trans.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 0, 0, 0, 0, 15, 30, 183
"e:\LocalSoftware\share\data\cifar-10-batches-py\readme.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2
"e:\LocalSoftware\share\desktop.ini", "Ini", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 5
"e:\LocalSoftware\share\dist_env\cpu_test.py", "Python", 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 57
"e:\LocalSoftware\share\dist_env\ddp_test_run.py", "Python", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 40
"e:\LocalSoftware\share\dist_env\dist_ddp_cpu.py", "Python", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27, 148
"e:\LocalSoftware\share\dist_env\dist_ddp_cpu_ring.py", "Python", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30, 188
"e:\LocalSoftware\share\dist_env\dist_ddp_gpu.py", "Python", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 145
"e:\LocalSoftware\share\dist_env\dist_ddp_gpu_ring.py", "Python", 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 32, 220
"e:\LocalSoftware\share\dist_env\dist_ddp_gpu_ring_ver2.py", "Python", 227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 44, 286
"e:\LocalSoftware\share\dist_env\trian_multi_node.py", "Python", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12, 61
"e:\LocalSoftware\share\gtopkssgd-master\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 33
"e:\LocalSoftware\share\gtopkssgd-master\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\LocalSoftware\share\gtopkssgd-master\allreducer.py", "Python", 536, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 83, 634
"e:\LocalSoftware\share\gtopkssgd-master\audio_data\__init__.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"e:\LocalSoftware\share\gtopkssgd-master\audio_data\an4.py", "Python", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 88
"e:\LocalSoftware\share\gtopkssgd-master\audio_data\distributed.py", "Python", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 66
"e:\LocalSoftware\share\gtopkssgd-master\audio_data\labels.json", "JSON", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
"e:\LocalSoftware\share\gtopkssgd-master\audio_data\librispeech.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14, 114
"e:\LocalSoftware\share\gtopkssgd-master\audio_data\utils.py", "Python", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 45
"e:\LocalSoftware\share\gtopkssgd-master\compression.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17, 95
"e:\LocalSoftware\share\gtopkssgd-master\decoder.py", "Python", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 26, 198
"e:\LocalSoftware\share\gtopkssgd-master\distributed_optimizer.py", "Python", 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28, 218
"e:\LocalSoftware\share\gtopkssgd-master\dl_trainer.py", "Python", 720, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 95, 836
"e:\LocalSoftware\share\gtopkssgd-master\evaluate.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 75
"e:\LocalSoftware\share\gtopkssgd-master\exp_configs\alexnet.conf", "Properties", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\exp_configs\lstm.conf", "Properties", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\exp_configs\lstman4.conf", "Properties", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\exp_configs\resnet20.conf", "Properties", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\exp_configs\resnet50.conf", "Properties", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\exp_configs\vgg16.conf", "Properties", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\gtopk.si4project\gtopk.bookmarks.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\gtopk.si4project\gtopk.siproj_settings.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 1, 23
"e:\LocalSoftware\share\gtopkssgd-master\gtopk.si4project\gtopk.snippets.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"e:\LocalSoftware\share\gtopkssgd-master\gtopk_mpi.sh", "Shell Script", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"e:\LocalSoftware\share\gtopkssgd-master\gtopk_trainer.py", "Python", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 19, 173
"e:\LocalSoftware\share\gtopkssgd-master\horovod_mpi.sh", "Shell Script", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 13
"e:\LocalSoftware\share\gtopkssgd-master\horovod_trainer.py", "Python", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 104
"e:\LocalSoftware\share\gtopkssgd-master\labels.json", "JSON", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
"e:\LocalSoftware\share\gtopkssgd-master\model_builder.py", "Python", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"e:\LocalSoftware\share\gtopkssgd-master\models\__init__.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 27
"e:\LocalSoftware\share\gtopkssgd-master\models\alexnet.py", "Python", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 88
"e:\LocalSoftware\share\gtopkssgd-master\models\caffe_cifar.py", "Python", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 60
"e:\LocalSoftware\share\gtopkssgd-master\models\densenet.py", "Python", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 102
"e:\LocalSoftware\share\gtopkssgd-master\models\imagenet_resnet.py", "Python", 146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 193
"e:\LocalSoftware\share\gtopkssgd-master\models\lstm.py", "Python", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 47
"e:\LocalSoftware\share\gtopkssgd-master\models\lstm_models.py", "Python", 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 51, 365
"e:\LocalSoftware\share\gtopkssgd-master\models\lstman4.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 34
"e:\LocalSoftware\share\gtopkssgd-master\models\preresnet.py", "Python", 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29, 152
"e:\LocalSoftware\share\gtopkssgd-master\models\res_utils.py", "Python", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 38
"e:\LocalSoftware\share\gtopkssgd-master\models\resnet.py", "Python", 118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 146
"e:\LocalSoftware\share\gtopkssgd-master\models\resnet_mod.py", "Python", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 29, 168
"e:\LocalSoftware\share\gtopkssgd-master\models\resnext.py", "Python", 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28, 127
"e:\LocalSoftware\share\gtopkssgd-master\models\vgg.py", "Python", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 48
"e:\LocalSoftware\share\gtopkssgd-master\ptb_reader.py", "Python", 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 26, 103
"e:\LocalSoftware\share\gtopkssgd-master\requirements.txt", "pip requirements", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"e:\LocalSoftware\share\gtopkssgd-master\scripts\create_hdf5.py", "Python", 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 115
"e:\LocalSoftware\share\gtopkssgd-master\scripts\eval.sh", "Shell Script", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 14
"e:\LocalSoftware\share\gtopkssgd-master\scripts\icdcs2019\communication.py", "Python", 535, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 68, 731
"e:\LocalSoftware\share\gtopkssgd-master\scripts\icdcs2019\plot_loss.py", "Python", 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 113, 37, 448
"e:\LocalSoftware\share\gtopkssgd-master\scripts\icdcs2019\plot_sth.py", "Python", 165, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 14, 198
"e:\LocalSoftware\share\gtopkssgd-master\scripts\icdcs2019\utils.py", "Python", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 85
"e:\LocalSoftware\share\gtopkssgd-master\scripts\ijcai2019\plot_loss.py", "Python", 356, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 384
"e:\LocalSoftware\share\gtopkssgd-master\scripts\ijcai2019\utils.py", "Python", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 18
"e:\LocalSoftware\share\gtopkssgd-master\scripts\killp2p.sh", "Shell Script", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 10
"e:\LocalSoftware\share\gtopkssgd-master\scripts\test_read_hdf5.py", "Python", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 4, 30
"e:\LocalSoftware\share\gtopkssgd-master\settings.py", "Python", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 37
"e:\LocalSoftware\share\gtopkssgd-master\single.sh", "Shell Script", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6
"e:\LocalSoftware\share\gtopkssgd-master\utils.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 41
"e:\LocalSoftware\share\pybind11-2.11.1\.appveyor.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 1, 36
"e:\LocalSoftware\share\pybind11-2.11.1\.cmake-format.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 28, 15, 74
"e:\LocalSoftware\share\pybind11-2.11.1\.github\CONTRIBUTING.md", "Markdown", 0, 0, 0, 0, 0, 0, 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 389
"e:\LocalSoftware\share\pybind11-2.11.1\.github\ISSUE_TEMPLATE\bug-report.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 0, 6, 62
"e:\LocalSoftware\share\pybind11-2.11.1\.github\ISSUE_TEMPLATE\config.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 1, 9
"e:\LocalSoftware\share\pybind11-2.11.1\.github\dependabot.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 1, 1, 8
"e:\LocalSoftware\share\pybind11-2.11.1\.github\labeler.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"e:\LocalSoftware\share\pybind11-2.11.1\.github\labeler_merged.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"e:\LocalSoftware\share\pybind11-2.11.1\.github\matchers\pylint.json", "JSON", 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 33
"e:\LocalSoftware\share\pybind11-2.11.1\.github\pull_request_template.md", "Markdown", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 20
"e:\LocalSoftware\share\pybind11-2.11.1\.github\workflows\ci.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 842, 0, 0, 89, 235, 1166
"e:\LocalSoftware\share\pybind11-2.11.1\.github\workflows\configure.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 7, 18, 93
"e:\LocalSoftware\share\pybind11-2.11.1\.github\workflows\format.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 6, 10, 61
"e:\LocalSoftware\share\pybind11-2.11.1\.github\workflows\labeler.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 4, 26
"e:\LocalSoftware\share\pybind11-2.11.1\.github\workflows\pip.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 7, 26, 115
"e:\LocalSoftware\share\pybind11-2.11.1\.github\workflows\upstream.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 7, 26, 117
"e:\LocalSoftware\share\pybind11-2.11.1\.pre-commit-config.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 32, 20, 154
"e:\LocalSoftware\share\pybind11-2.11.1\.readthedocs.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 4
"e:\LocalSoftware\share\pybind11-2.11.1\README.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 12, 39, 181
"e:\LocalSoftware\share\pybind11-2.11.1\SECURITY.md", "Markdown", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14
"e:\LocalSoftware\share\pybind11-2.11.1\docs\_static\css\custom.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\chrono.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 2, 18, 82
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\custom.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21, 94
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\eigen.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 13, 69, 311
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\functional.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 9, 27, 110
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\index.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 44
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\overview.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 9, 23, 171
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\stl.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 19, 67, 250
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\cast\strings.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 18, 87, 297
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\classes.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 904, 0, 0, 0, 0, 0, 0, 0, 0, 102, 330, 1336
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\embedding.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 168, 0, 0, 0, 0, 0, 0, 0, 0, 14, 81, 263
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\exceptions.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 296, 0, 0, 0, 0, 0, 0, 0, 0, 20, 86, 402
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\functions.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 394, 0, 0, 0, 0, 0, 0, 0, 0, 54, 167, 615
"e:\LocalSoftware\share\pybind11-2.11.1\docs\advanced\misc.rst", "reStructuredText", 0, 0, 0, 0, 0, 0, 0, 0, 263, 0, 0, 0, 0, 0, 0, 0, 0, 28, 110, 401
